number,value,datetime_start,datetime_complete,duration,params_corr_top_n_k,params_elasticnet_alpha,params_elasticnet_l1,params_enet_cv,params_enet_fill,params_enet_l1_ratio,params_enet_max_iter,params_fa_comp,params_fast_screen_k,params_lasso_alpha,params_lgbm_alpha,params_lgbm_colsample,params_lgbm_lambda,params_lgbm_lr,params_lgbm_max_depth,params_lgbm_min_child,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_subsample,params_model,params_pca_comp,params_selector,params_step_size,params_train_window,params_variance_threshold,user_attrs_error_message,user_attrs_eval_mode,user_attrs_mae,user_attrs_mape,user_attrs_model,user_attrs_model_params,user_attrs_n_eval_points,user_attrs_n_features_input,user_attrs_n_features_used,user_attrs_n_folds,user_attrs_n_model_used_vars,user_attrs_n_raw_features,user_attrs_n_sel_features,user_attrs_n_trans_features,user_attrs_rmse,user_attrs_runtime_sec,user_attrs_seed,user_attrs_selector_method,user_attrs_selector_params,user_attrs_status,user_attrs_step_size,user_attrs_train_window,user_attrs_window_type,state
35,0.005334462755982502,2026-04-21 10:18:02.828980,2026-04-21 10:19:00.464659,0 days 00:00:57.635679,,,,5.0,mean,0.17686972958525304,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.544744065253502e-05,,common_frequency,0.004336524075643446,110.28144924208564,elasticnet,"{""l1_ratio"": 0.17686972958525304, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,258,287,258,287,0.005334462755982502,47.59,123,variance_filter,"{""threshold"": 1.544744065253502e-05}",success,1,60,expanding,COMPLETE
36,0.005328154795307783,2026-04-21 10:18:02.124461,2026-04-21 10:19:02.862533,0 days 00:01:00.738072,,,,5.0,mean,0.16306167046921854,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.5262884760242176e-05,,common_frequency,0.004308843149468566,109.65392286181257,elasticnet,"{""l1_ratio"": 0.16306167046921854, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,258,287,258,287,0.005328154795307783,48.28,123,variance_filter,"{""threshold"": 1.5262884760242176e-05}",success,1,60,expanding,COMPLETE
37,0.005197295446403434,2026-04-21 10:18:09.883940,2026-04-21 10:19:05.312712,0 days 00:00:55.428772,,,,5.0,mean,0.1519632895460467,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.375913513026252e-05,,common_frequency,0.004160987903032048,106.34392781554325,elasticnet,"{""l1_ratio"": 0.1519632895460467, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,260,287,260,287,0.005197295446403434,45.66,123,variance_filter,"{""threshold"": 1.375913513026252e-05}",success,1,60,expanding,COMPLETE
38,0.00706775467734286,2026-04-21 10:18:59.051927,2026-04-21 10:19:15.086988,0 days 00:00:16.035061,,,,5.0,mean,0.18957710442153658,1000.0,,,,,,,,,,,,,elasticnet,3.0,pca,1,60,,,common_frequency,0.006006165537330189,121.94411048495546,elasticnet,"{""l1_ratio"": 0.18957710442153658, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,3,287,3,287,0.00706775467734286,8.98,123,pca,"{""n_components"": 3}",success,1,60,expanding,COMPLETE
39,0.011889158220867299,2026-04-21 10:19:03.158000,2026-04-21 10:19:39.056043,0 days 00:00:35.898043,,,,,,,,,,,0.0001766434245043617,0.5047794154183385,0.6766660700245823,0.029022777064779133,-1.0,7.0,478.0,63.0,0.9960436368330509,lightgbm,2.0,pca,1,60,,,common_frequency,0.01037412524501803,200.38460312729677,lightgbm,"{""n_estimators"": 478, ""learning_rate"": 0.029022777064779133, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 7, ""subsample"": 0.9960436368330509, ""colsample_bytree"": 0.5047794154183385, ""reg_alpha"": 0.0001766434245043617, ""reg_lambda"": 0.6766660700245823}",30,287,287,30,2,287,2,287,0.011889158220867299,18.45,123,pca,"{""n_components"": 2}",success,1,60,expanding,COMPLETE
40,0.00664429970311444,2026-04-21 10:19:04.947729,2026-04-21 10:19:29.920370,0 days 00:00:24.972641,,0.6583103626013384,0.11430478016924778,,,,,,,,0.5676631930785094,0.5166130360042505,0.7773836685518656,0.03414299176530231,-1.0,5.0,493.0,60.0,0.987630528847162,lightgbm,,elasticnet,1,120,,,common_frequency,0.0059279986512947875,157.26344676873398,lightgbm,"{""n_estimators"": 493, ""learning_rate"": 0.03414299176530231, ""num_leaves"": 60, ""max_depth"": -1, ""min_child_samples"": 5, ""subsample"": 0.987630528847162, ""colsample_bytree"": 0.5166130360042505, ""reg_alpha"": 0.5676631930785094, ""reg_lambda"": 0.7773836685518656}",30,287,287,30,5,287,5,287,0.00664429970311444,12.15,123,elasticnet,"{""alpha"": 0.6583103626013384, ""l1_ratio"": 0.11430478016924778}",success,1,120,expanding,COMPLETE
41,0.006875787253963784,2026-04-21 10:19:06.550911,2026-04-21 10:19:34.072273,0 days 00:00:27.521362,,,,,,,,,,,0.019124547602811574,0.5137073402693463,0.761848126196486,0.02240990817237603,-1.0,50.0,485.0,63.0,0.9913735583251755,lightgbm,2.0,pca,1,120,,,common_frequency,0.00607546487459226,152.6466724753569,lightgbm,"{""n_estimators"": 485, ""learning_rate"": 0.02240990817237603, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 50, ""subsample"": 0.9913735583251755, ""colsample_bytree"": 0.5137073402693463, ""reg_alpha"": 0.019124547602811574, ""reg_lambda"": 0.761848126196486}",30,287,287,30,2,287,2,287,0.006875787253963784,14.99,123,pca,"{""n_components"": 2}",success,1,120,expanding,COMPLETE
42,0.008489689369530241,2026-04-21 10:19:15.563856,2026-04-21 10:19:37.908187,0 days 00:00:22.344331,,0.9141758638679341,0.2172008941082635,,,,,,,,0.00011359624270784358,0.5122791620161532,0.7682444714999639,0.030463054879692357,-1.0,5.0,474.0,63.0,0.9343869870248858,lightgbm,,elasticnet,1,120,,,common_frequency,0.007382928404146167,162.1945132587196,lightgbm,"{""n_estimators"": 474, ""learning_rate"": 0.030463054879692357, ""num_leaves"": 63, ""max_depth"": -1, ""min_child_samples"": 5, ""subsample"": 0.9343869870248858, ""colsample_bytree"": 0.5122791620161532, ""reg_alpha"": 0.00011359624270784358, ""reg_lambda"": 0.7682444714999639}",30,287,287,30,5,287,5,287,0.008489689369530241,14.35,123,elasticnet,"{""alpha"": 0.9141758638679341, ""l1_ratio"": 0.2172008941082635}",success,1,120,expanding,COMPLETE
43,0.00871115897063313,2026-04-21 10:19:33.945906,2026-04-21 10:19:45.162605,0 days 00:00:11.216699,40.0,,,,,,,,,,0.016449685363343337,0.7893100457204262,0.0015268649695448365,0.1763132932652014,5.0,48.0,97.0,31.0,0.6470574302641037,lightgbm,,corr_top_n,3,60,,,common_frequency,0.006367012550167384,123.43865446214697,lightgbm,"{""n_estimators"": 97, ""learning_rate"": 0.1763132932652014, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 48, ""subsample"": 0.6470574302641037, ""colsample_bytree"": 0.7893100457204262, ""reg_alpha"": 0.016449685363343337, ""reg_lambda"": 0.0015268649695448365}",30,287,287,10,40,287,40,287,0.00871115897063313,2.13,123,corr_top_n,"{""top_n"": 40}",success,3,60,expanding,COMPLETE
44,0.005197262933538494,2026-04-21 10:19:37.557674,2026-04-21 10:20:29.625545,0 days 00:00:52.067871,,,,5.0,mean,0.27254815033259816,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,3.7469454997411132e-06,,common_frequency,0.00411678015901008,106.41023485183258,elasticnet,"{""l1_ratio"": 0.27254815033259816, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,284,287,284,287,0.005197262933538494,45.07,123,variance_filter,"{""threshold"": 3.7469454997411132e-06}",success,1,60,expanding,COMPLETE
45,0.005197888136172123,2026-04-21 10:19:39.674439,2026-04-21 10:20:41.281139,0 days 00:01:01.606700,,,,5.0,mean,0.29329565207071506,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,4.023884400836129e-06,,common_frequency,0.004117714251031586,106.43334018630509,elasticnet,"{""l1_ratio"": 0.29329565207071506, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,283,287,283,287,0.005197888136172123,50.79,123,variance_filter,"{""threshold"": 4.023884400836129e-06}",success,1,60,expanding,COMPLETE
46,0.005196908019872438,2026-04-21 10:19:40.302310,2026-04-21 10:20:42.455319,0 days 00:01:02.153009,,,,5.0,mean,0.26186798704814596,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,3.731787117874903e-06,,common_frequency,0.004116251416749925,106.39720229646092,elasticnet,"{""l1_ratio"": 0.26186798704814596, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,284,287,284,287,0.005196908019872438,50.59,123,variance_filter,"{""threshold"": 3.731787117874903e-06}",success,1,60,expanding,COMPLETE
47,0.0051970286362170515,2026-04-21 10:19:45.890746,2026-04-21 10:20:44.039000,0 days 00:00:58.148254,,,,5.0,mean,0.26542996445548905,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,3.6993640409297204e-06,,common_frequency,0.004116429341551681,106.40157188409208,elasticnet,"{""l1_ratio"": 0.26542996445548905, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",30,287,287,30,284,287,284,287,0.0051970286362170515,50.48,123,variance_filter,"{""threshold"": 3.6993640409297204e-06}",success,1,60,expanding,COMPLETE
48,0.006996817819951706,2026-04-21 10:20:29.749348,2026-04-21 10:20:57.787119,0 days 00:00:28.037771,,,,3.0,median,0.2259604176974525,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,4.003485551345383e-06,,common_frequency,0.005358541473374273,131.1668824621147,elasticnet,"{""l1_ratio"": 0.2259604176974525, ""cv"": 3, ""max_iter"": 1000, ""fill_strategy"": ""median""}",30,287,287,30,283,287,283,287,0.006996817819951706,22.31,123,variance_filter,"{""threshold"": 4.003485551345383e-06}",success,1,60,expanding,COMPLETE
49,0.0054765495999434515,2026-04-21 10:20:43.891179,2026-04-21 10:20:57.214227,0 days 00:00:13.323048,,,,3.0,median,0.11141667261666431,2000.0,19.0,,,,,,,,,,,,elasticnet,,factor_analysis,3,80,,,common_frequency,0.004289622475766659,96.53754650759578,elasticnet,"{""l1_ratio"": 0.11141667261666431, ""cv"": 3, ""max_iter"": 2000, ""fill_strategy"": ""median""}",30,287,287,10,19,287,19,287,0.0054765495999434515,8.32,123,factor_analysis,"{""n_components"": 19}",success,3,80,expanding,COMPLETE
50,0.010855532513939847,2026-04-21 21:08:15.381121,2026-04-21 21:08:32.405964,0 days 00:00:17.024843,,,,5.0,zero,0.6264697558938244,2000.0,,,,,,,,,,,,,elasticnet,,none,3,80,,,common_frequency,0.0064708205014761214,134.61715018463877,elasticnet,"{""l1_ratio"": 0.6264697558938244, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""zero""}",120,287,287,40,287,287,287,287,0.010855532513939847,13.72,123,none,{},success,3,80,expanding,COMPLETE
51,0.01072402302364597,2026-04-21 21:08:32.581233,2026-04-21 21:09:31.756183,0 days 00:00:59.174950,,,,5.0,mean,0.3230149143558009,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.0205302417908034e-06,,common_frequency,0.006337517041315044,131.38954492375314,elasticnet,"{""l1_ratio"": 0.3230149143558009, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.01072402302364597,55.92,123,variance_filter,"{""threshold"": 1.0205302417908034e-06}",success,1,60,expanding,COMPLETE
52,0.007315820951485563,2026-04-21 21:09:31.893297,2026-04-21 21:10:52.585302,0 days 00:01:20.692005,,,,5.0,mean,0.4201486288857347,1000.0,,66.0,,,,,,,,,,,elasticnet,,fast_screen,1,60,,,common_frequency,0.0052124774058093,98.00543522709194,elasticnet,"{""l1_ratio"": 0.4201486288857347, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,66,287,66,287,0.007315820951485563,77.35,123,fast_screen,"{""top_n"": 66}",success,1,60,expanding,COMPLETE
53,0.010713104361894734,2026-04-21 21:10:52.722433,2026-04-21 21:11:49.267216,0 days 00:00:56.544783,,,,5.0,mean,0.7848744076403275,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.5533978910795037e-06,,common_frequency,0.006331803972856226,131.44985247551494,elasticnet,"{""l1_ratio"": 0.7848744076403275, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010713104361894734,53.3,123,variance_filter,"{""threshold"": 1.5533978910795037e-06}",success,1,60,expanding,COMPLETE
54,0.007403334691749496,2026-04-21 21:11:49.404172,2026-04-21 21:12:16.152404,0 days 00:00:26.748232,5.0,,,5.0,mean,0.22327519859293102,1000.0,,,,,,,,,,,,,elasticnet,,corr_top_n,1,60,,,common_frequency,0.005522156646735778,117.91795368137818,elasticnet,"{""l1_ratio"": 0.22327519859293102, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,5,287,5,287,0.007403334691749496,23.45,123,corr_top_n,"{""top_n"": 5}",success,1,60,expanding,COMPLETE
55,0.01074770618318372,2026-04-21 21:12:16.289526,2026-04-21 21:13:05.737082,0 days 00:00:49.447556,,,,5.0,mean,0.1355169775070384,2000.0,,,,,,,,,,,,,elasticnet,,none,1,80,,,common_frequency,0.006432513632551234,132.6036412795767,elasticnet,"{""l1_ratio"": 0.1355169775070384, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.01074770618318372,46.24,123,none,{},success,1,80,expanding,COMPLETE
56,0.009783302617861523,2026-04-21 21:13:05.898293,2026-04-21 21:13:46.425298,0 days 00:00:40.527005,,,,5.0,median,0.10372757683074174,1000.0,16.0,,,,,,,,,,,,elasticnet,,factor_analysis,1,60,,,common_frequency,0.006709963134666752,116.04388622995265,elasticnet,"{""l1_ratio"": 0.10372757683074174, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""median""}",120,287,287,120,16,287,16,287,0.009783302617861523,37.32,123,factor_analysis,"{""n_components"": 16}",success,1,60,expanding,COMPLETE
57,0.010719705606263067,2026-04-21 21:13:46.560016,2026-04-21 21:14:08.689292,0 days 00:00:22.129276,,,,5.0,mean,0.42308613596785877,2000.0,,,,,,,,,,,,,elasticnet,,variance_filter,3,60,2.109877038922347e-06,,common_frequency,0.006336370058553339,131.37761608018207,elasticnet,"{""l1_ratio"": 0.42308613596785877, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010719705606263067,18.86,123,variance_filter,"{""threshold"": 2.109877038922347e-06}",success,3,60,expanding,COMPLETE
58,0.01333607261974755,2026-04-21 21:14:08.863771,2026-04-21 21:14:25.795039,0 days 00:00:16.931268,,,,5.0,mean,0.3210388814208719,1000.0,,,0.5723785570957312,,,,,,,,,,elasticnet,,lasso,1,80,,,common_frequency,0.008321251018267202,172.27279918701086,elasticnet,"{""l1_ratio"": 0.3210388814208719, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,5,287,5,287,0.01333607261974755,13.65,123,lasso,"{""alpha"": 0.5723785570957312}",success,1,80,expanding,COMPLETE
59,0.00686499821212468,2026-04-21 21:14:25.919781,2026-04-21 21:15:32.937468,0 days 00:01:07.017687,,,,3.0,zero,0.6349885596647881,2000.0,,66.0,,,,,,,,,,,elasticnet,,fast_screen,1,60,,,common_frequency,0.004866258481654303,99.06207635973922,elasticnet,"{""l1_ratio"": 0.6349885596647881, ""cv"": 3, ""max_iter"": 2000, ""fill_strategy"": ""zero""}",120,287,287,120,66,287,66,287,0.00686499821212468,63.8,123,fast_screen,"{""top_n"": 66}",success,1,60,expanding,COMPLETE
60,0.010739873567653475,2026-04-21 21:15:33.070866,2026-04-21 21:15:52.383745,0 days 00:00:19.312879,,,,5.0,mean,0.2162767875466797,1000.0,,,,,,,,,,,,,elasticnet,,none,3,60,,,common_frequency,0.0064067957378983,132.0388850079062,elasticnet,"{""l1_ratio"": 0.2162767875466797, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010739873567653475,16.16,123,none,{},success,3,60,expanding,COMPLETE
61,0.010731210168685328,2026-04-21 21:15:52.556311,2026-04-21 21:16:50.723205,0 days 00:00:58.166894,,,,5.0,mean,0.23691182655107637,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.970264477527287e-06,,common_frequency,0.0063767571384967196,131.8090722689225,elasticnet,"{""l1_ratio"": 0.23691182655107637, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010731210168685328,54.97,123,variance_filter,"{""threshold"": 1.970264477527287e-06}",success,1,60,expanding,COMPLETE
62,0.010722781743419499,2026-04-21 21:16:50.851739,2026-04-21 21:17:50.229196,0 days 00:00:59.377457,,,,5.0,mean,0.33468539422247623,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,2.5454593914167417e-06,,common_frequency,0.006324307440510957,131.0919874343975,elasticnet,"{""l1_ratio"": 0.33468539422247623, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,285,287,285,287,0.010722781743419499,56.15,123,variance_filter,"{""threshold"": 2.5454593914167417e-06}",success,1,60,expanding,COMPLETE
63,0.010745038805945665,2026-04-21 21:17:50.356964,2026-04-21 21:18:47.392817,0 days 00:00:57.035853,,,,5.0,mean,0.23558969429723498,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,6.428355948262152e-06,,common_frequency,0.006444460910665884,132.37082939505396,elasticnet,"{""l1_ratio"": 0.23558969429723498, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,275,287,275,287,0.010745038805945665,53.79,123,variance_filter,"{""threshold"": 6.428355948262152e-06}",success,1,60,expanding,COMPLETE
64,0.013249684054744406,2026-04-21 21:18:47.532392,2026-04-21 21:19:46.289026,0 days 00:00:58.756634,,,,5.0,mean,0.25759586699681225,2000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,7.759033075812595e-05,,common_frequency,0.00839580067716344,165.66085065074324,elasticnet,"{""l1_ratio"": 0.25759586699681225, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,234,287,234,287,0.013249684054744406,55.4,123,variance_filter,"{""threshold"": 7.759033075812595e-05}",success,1,60,expanding,COMPLETE
65,0.01072492729072679,2026-04-21 21:19:46.426033,2026-04-21 21:20:44.039249,0 days 00:00:57.613216,,,,5.0,mean,0.1979412036722363,5000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,80,1.0865658757490697e-06,,common_frequency,0.0063983941706642275,131.99317661703637,elasticnet,"{""l1_ratio"": 0.1979412036722363, ""cv"": 5, ""max_iter"": 5000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.01072492729072679,54.23,123,variance_filter,"{""threshold"": 1.0865658757490697e-06}",success,1,80,expanding,COMPLETE
66,0.010287578816558098,2026-04-21 21:20:44.205563,2026-04-21 21:21:09.951635,0 days 00:00:25.746072,,0.00024231791072764586,0.8803389328370841,5.0,mean,0.14131933016891102,1000.0,,,,,,,,,,,,,elasticnet,,elasticnet,1,60,,,common_frequency,0.007580413724978629,152.62405653577713,elasticnet,"{""l1_ratio"": 0.14131933016891102, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,61,287,61,287,0.010287578816558098,22.3,123,elasticnet,"{""alpha"": 0.00024231791072764586, ""l1_ratio"": 0.8803389328370841}",success,1,60,expanding,COMPLETE
67,0.007183459621600395,2026-04-21 21:21:10.086209,2026-04-21 21:21:48.369433,0 days 00:00:38.283224,,,,5.0,mean,0.3025278474611272,2000.0,,20.0,,,,,,,,,,,elasticnet,,fast_screen,1,100,,,common_frequency,0.005480368824448252,98.51570314756295,elasticnet,"{""l1_ratio"": 0.3025278474611272, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,20,287,20,287,0.007183459621600395,35.07,123,fast_screen,"{""top_n"": 20}",success,1,100,expanding,COMPLETE
68,0.011511099952122775,2026-04-21 21:21:48.499804,2026-04-21 21:22:02.759087,0 days 00:00:14.259283,,,,3.0,zero,0.4507097397507516,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,3,60,6.678209569535145e-06,,common_frequency,0.00728632446329133,146.31475560841324,elasticnet,"{""l1_ratio"": 0.4507097397507516, ""cv"": 3, ""max_iter"": 1000, ""fill_strategy"": ""zero""}",120,287,287,40,275,287,275,287,0.011511099952122775,10.65,123,variance_filter,"{""threshold"": 6.678209569535145e-06}",success,3,60,expanding,COMPLETE
69,0.010723887050422171,2026-04-21 21:22:02.891006,2026-04-21 21:22:56.280231,0 days 00:00:53.389225,,,,5.0,mean,0.34679413696563277,1000.0,,,,,,,,,,,,,elasticnet,,none,1,60,,,common_frequency,0.006339213892852696,131.40599119826817,elasticnet,"{""l1_ratio"": 0.34679413696563277, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010723887050422171,50.19,123,none,{},success,1,60,expanding,COMPLETE
70,0.010714218647169057,2026-04-21 21:22:56.440527,2026-04-21 21:23:52.895848,0 days 00:00:56.455321,,,,5.0,mean,0.7873822608458546,5000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,80,2.2615560133958503e-06,,common_frequency,0.006339986988018689,131.52462684550613,elasticnet,"{""l1_ratio"": 0.7873822608458546, ""cv"": 5, ""max_iter"": 5000, ""fill_strategy"": ""mean""}",120,287,287,120,286,287,286,287,0.010714218647169057,53.1,123,variance_filter,"{""threshold"": 2.2615560133958503e-06}",success,1,80,expanding,COMPLETE
71,0.010732502716186858,2026-04-21 21:23:53.054208,2026-04-21 21:24:51.324199,0 days 00:00:58.269991,,,,5.0,mean,0.26140344087868794,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,2.637143938700247e-06,,common_frequency,0.006368921713200802,131.526883556588,elasticnet,"{""l1_ratio"": 0.26140344087868794, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,284,287,284,287,0.010732502716186858,54.91,123,variance_filter,"{""threshold"": 2.637143938700247e-06}",success,1,60,expanding,COMPLETE
